,Text,encoded_Author
641,"The great Internet gold rush may be over, some high-technology industry executives say, but they see a silver lining: continued growth for leading high-tech companies.",41
642,Toronto stocks closed weaker in heavy trading on Thursday after a last minute sell-off that was led by New York.,26
643,"Police and military forces were recalled to barracks on Sunday and all school and university classes canceled as Colombia prepared for a threatened national strike on Tuesday that promised to be the largest in 20 years, the authorities said.",20
644,British insurance group Norwich Union said on Tuesday it will float on the London Stock Exchange on June 16.,44
645,"CSX Corp. raised the stakes in the bidding war for Conrail Inc. on Thursday, amending its friendly merger agreement with the railroad to give unhappy shareholders another $870 million and bringing the total value of its offer to $9.5 billion.",39
646,"China on Thursday warned the United States to stop selling arms to Taiwan, saying the issue could ruin relations despite the friendly smiles shown on Defence Minister Chi Haotian's current U.S. visit.",43
647,British pay television operator BSkyB said on Wednesday that it believed its planned 200-channel digital satellite service would prove a hit with viewers.,21
648,"Australia has been warned it risks losing face in Asia if it takes its overseas radio and television services off air, as mooted in an official report.",30
649,"China's stock markets began returning to normal on Friday with all markets up in steady morning trade as the negative impact of the death of Deng Xiaoping faded from view, analysts said.",11
650,"Toronto's key stock index closed higher on Tuesday with a boost from soaring banking issues, but the broader market was pulled lower by weakness in the heavily weighted gold group.",26
651,British estate agency and financial products group Hambro Countrywide Plc has capitalised on the housing market recovery and is prepared for further growth.,2
652,"Markets across Eastern Europe remained mired in an autumn slump this week, with analysts seeing little on the horizon to break the bearish trend.",1
653,"Detained Chinese dissident Wang Dan faces the capital charge of plotting to subvert the government based on evidence such as writings critical of the state and accepting funds from abroad, a human rights group said on Saturday.",14
654,"The decision by Cathay Pacific Airways Ltd to buy three more Airbus Industrie A340 long range aircraft will increase the airline's air cargo opportunities, according to a senior Cathay cargo executive.",15
655,"AT&amp;T Corp's core businesses performed better in the last quarter of 1996 after struggling during much of the year, but a new problem of rising bad debts from business customers is causing analysts some concern.",35
656,"Britain's largest brewer Scottish and Newcastle is prepared to stick with its Center Parcs holiday resorts through both good times and bad, chief executive Brian Stewart said.",47
657,British private client stockbroker and fund manager Capel-Cure Myers Capital Management said on Thursday it is in talks with Dutch banking giant ABN AMRO's ABN AMRO Hoare Govett which may lead to an offer for CCM.,17
658,"Troubled Nippon Credit Bank Ltd said on Thursday it expected to unveil a restructuring plan in early April, and banking sources said it would include selling real estate and shutting down some operations overseas.",10
659,"Russian Norilsk Nickel's poor 1996 financial results have tarnished plans to issue corporate paper for trading overseas, but the key metal producer has profitable, stable output and may be crying wolf, analysts said on Monday.",28
660,"Newspapers in Hong Kong were dominated on Friday by reaction to the death of Deng Xiaoping, with many eulogising his reformist policies that made China, Hong Kong's future sovereign, rich and strong.",45
661,"France's national audit office criticised on Monday a lack of clarity and insufficient competition in the water supply market, dominated by two giant companies Cie Generale des Eaux and Lyonnaise des Eaux.",38
662,"Cable and Wireless Plc, Britain's second biggest telecommunications company, reported record annual results on Wednesday but said it was biding its time before choosing any global partners.",24
663,The prospect of a multi-billion pound windfall tax on Britain's cash-rich utilities on Tuesday received a boon from a key parliamentary report saying some utility regulation had put shareholders before consumers.,24
664,"The Prague Stock Exchange's 1997 bull run ground to a halt on Thursday as investors took profits, and analysts predicted prices would continue falling in the short-term.",1
665,"The glory of controlling Busang, one of the world's richest gold deposits, has thrown together an unlikely duo.",12
666,"Australia's Trust Bank has begun looking for a strategic equity partner, inviting offers for a 49 percent stake and announcing plans to put the small, 162-year-old bank on the map.",30
667,"Investment bankers Salomon Brothers forecast ""phenomenal"" long term growth prospects for Thai Airways International Ltd and said management is ""finally getting serious"" about cargo.",15
668,"British engineering group Charter Plc made an agreed 378 million pound ($602.1 million) bid for the world's largest industrial ventilation and fan supplier Howden Group Plc on Friday, ending days of speculation.",19
669,The Federal Communications Commission is expected to curb its power to approve or reject long-distance rates by ending a Depression-era rule requiring telephone carriers to notify the FCC before rate changes.,40
670,Shares in Anglo-Dutch consumer group Unilever Plc rose sharply on Friday after the group posted a better-than-expected five percent rise in third quarter profits.,47
671,"Are you a businessman looking for generous tax breaks, lengthy tax holidays, easy loans, clean air and spectacular scenery?",14
672,"Australian government-owned airport operator Federal Airports Corp (FAC) sees some life after the planned privatisation of its 22 airports, chief executive officer Barry Murphy said.",23
673,France said on Friday it would not allow Britain's General Electric Co Plc (GEC) to bid for the state's stake in defence electronics group Thomson-CSF for national security reasons.,38
674,British insurance and asset management company Prudential Corp Plc said on Wednesday it is interested in buying a building society but chief executive Peter Davis refused to be drawn on the names in the frame.,17
675,"Wired magazine remains one of the publishing world's hottest 1990s startups, but on the brink of its parent's initial stock offering some analysts are warning the chronicle of the digerati of the Internet age may prove a better read than investment.",41
676,Toronto stocks sank to their lowest level in four months on Friday after unexpectedly high U.S. producer price data heightened fears of further U.S. interest rate hikes.,26
677,"A powerful car bomb exploded in the northwest city of Medellin early on Monday, killing one woman and injuring at least 15 other people, police chief Gen. Alfredo Salgado said.",20
678,Fears China has been cancelling soybean and soybean meal orders in the wake of tumbling world prices came as no surprise to Asian grain traders on Tuesday.,27
679,"Eastman Kodak Co, fighting to keep its brand name strong in the minds of its customers, sees continued innovation as the key to protecting profit margins in a business that becomes more competitive every year.",35
680,"China has missed a golden opportunity to export corn and earn millions of dollars, and now has up to a million tonnes of the grain rotting in silos in the country's north, Far East traders said on Tuesday.",27
681,"Informix Corp, still investing money and resources in a new generation of database software products, aims to increase its revenue by 30 percent in 1997, Informix's chief executive said.",25
682,Home decorating giants ICI Paints and Black &amp; Decker hope their new product to be launched on Wednesday won't make a splash.,19
683,Silicon Graphics Inc. said it will launch a new line of computer workstations Monday as the company moves to fend off the threat of increasingly high-powered personal computers.,41
684,"The Czech National Bank (CNB) said on Wednesday that it was not satisfied with the continued firming of the Czech crown, and cautioned that it has the option of intervening on the market when necessary.",18
685,Regulators Monday approved long-delayed plans to auction two airwave licenses to create new nationwide radio services that will be beamed coast-to-coast via satellite and offer CD-quality reception.,40
686,Twentieth Century Fox joined the hunt for a larger slice of the Asia-Pacific video market on Thursday by announcing a new regional office in Hong Kong for its home entertainment division.,42
687,"In the true spirit of the lightning-fast world of the Internet, the browser wars which peaked in late summer have now been replaced by the battle for delivering content efficiently over the Web.",41
688,The Justice Department is investigating possible bid rigging during airwaves auctions held by the federal government for wireless phone licenses.,40
689,"The $9.5 billion proposed acquisition of Boatmen's Bancshares Inc. by NationsBank Corp. could spark a flurry of other mergers involving Missouri banks, which until last year were protected from outside buyers by state regulations.",5
690,"Australia's car-makers face massive disruption from next week due to a prolonged strike at a steel plant supplying the industry, car-makers said on Tuesday.",30
691,"Corporate financing for a downtown Detroit sports stadium complex is in place and land acquisition nearly complete, Mayor Dennis Archer said Friday.",5
692,A North Korean embassy official warned on Sunday that Pyongyang would respond with force if the South compelled the highest-level defector from the Stalinist state to go to Seoul.,43
693,Signals from Hong Kong's likely future leader that the Chinese Communist Party might become legal in the territory in 1997 raised concerns in the pro-democracy camp on Wednesday about the party's future power.,37
694,Microsoft Corp is expected to show a sharp 40 percent jump in quarterly earnings Thursday on strength of the software giant's core business including the latest upgrade to its best-selling Office suite.,31
695,"Just when they thought their strategy had been accepted by the market, British banks which are heavily involved in investment banking, are seeing their policy fundamentally questioned again.",17
696,"The Prague Stock Exchange slipped on Monday from last week's year high on a round of profit taking, but analysts said sentiment remains bullish for the coming weeks.",1
697,"Australian mineral sands and base metals miner RGC Ltd reported on Thursday that it had doubled annual operating profit for the 1995/96 year, thanks largely to a boom in demand for aircraft and golf clubs.",23
698,"Engineering group Skoda a.s. said on Tuesday it had won an order to supply trolleybuses worth more than $170 million to the city of San Francisco, the largest order of Czech goods ever to the United States.",13
699,British Telecommunications and MCI Communications Corp. are sweeping into the South America market in a major move.,24
700,"Silver King Communications Inc. agreed Monday to buy the Home Shopping Network (HSN) for about $1.3 billion in stock, feeding speculation that Barry Diller was getting set to launch another major television network.",33
701,"The $25 billion cable TV industry, once considered a major threat to the regional Bells' $95 billion local phone market, is now watering down its ambitions with many projects abandoned or on hold.",35
702,British hotels and betting group Ladbroke Group Plc announced on Tuesday the closure of its property arm and sale of its remaining properties to allow it to concentrate on core areas.,2
703,Florida Attorney General Bob Butterworth said on Friday U.S. cigarette makers had delayed harsh revelations about the industry with a surprising decision to end pre-trial opposition to punitive damages in the state's multi-billion dollar anti-tobacco lawsuit.,33
704,"Like any marriage, the $20 billion merger of MCI Communications Corp and British Telecommunications Plc may be smoothed by the experiences of a two-year courtship that preceded it.",35
705,"Russian oil refiners are eyeing costly upgrades to make the lighter products that export markets favour, but they may find it hard to find the cash.",28
706,"BZW, the investment banking arm of Barclays Plc, has restructured its Global Markets division in another step towards reshaping its business to compete wth global rivals, banking sources said on Thursday.",17
707,McDonald's Corp. has turned up the heat in the fast-food business.,36
708,A U.S. appeals court in St. Louis is set to hear arguments Friday on whether to reactivate or throw out a major Federal Communications Commission order opening the $100 billion local phone market to competition.,40
709,"Royal Oak Mines Inc is reshaping its operations to concentrate on its low-cost gold deposits in the Timmins area and British Columbia, the company president said Wednesday.",12
710,Mounting concerns about the loss of both two top executives and an equity stake in terrestrial digital TV sent shares in pay-television giant BSkyB diving further on Monday and analysts forecasts more weakness to come.,24
711,"Quaker Oats Co. may take a charge of up $1 billion to write-down its money-losing Snapple beverage business, analysts said Monday, but the charge may not show up in its fourth quarter earnings report expected to be announced next week.",36
712,"Lloyds Bank was on Wednesday fined 325,000 pounds ($550,000) by a British investment industry watchdog and looks set to pay millions of pounds in compensation to disadvantaged customers.",17
713,"U.S. Vice-President Al Gore could visit China in early 1997 if he was re-elected next month, a senior U.S. official said in Beijing on Saturday.",43
714,Colombian police said on Sunday they discovered a second multimillion-dollar drug stash aboard a yacht owned by three Britons being held on cocaine smuggling charges stemming from a bust on the yacht in December.,20
715,"China gave U.S. President Bill Clinton a signal on Sunday that the election had not cleared away nagging trade disputes, saying it planned tit-for-tat curbs on American imports.",49
716,"Federal Reserve Chairman Alan Greenspan urged lawmakers on Thursday to put off consideration of controversial proposals that would allow banks to merge with commercial companies, such as carmakers.",0
717,"China's leadership has dissolved the once-powerful personal office of 92-year-old patriarch Deng Xiaoping in what could be a sign his health is increasingly fragile, a Chinese source and diplomats said on Wednesday.",3
718,Deregulation of the $100 billion local telephone market is progressing -- but not by the script written by the Federal Communications Commission.,40
719,"Investors snatched up semiconductor equipment stocks Friday amid further signs the cyclical downturn in chips has hit bottom, spurring a round of buy ratings to be issued for leading industry names.",9
720,"General Motors Corp. and the United Auto Workers union reached a tentative agreement early on Saturday for a new national labor contract, ending months of contentious bargaining.",7
721,A small but fast-growing bank which lends only to socially and environmentally-friendly projects said on Wednesday it had more than doubled in size in its first full year in Britain.,2
722,"Orange Plc, Britain's youngest mobile telephone company, reported a bigger loss on Tuesday in its first full year since flotation but said subscriber numbers continued to show healthy growth.",24
723,"Czech paper concern Sepap Group a.s. on Friday said its nine-month net profit fell as a shutdown of its main paper mill, coupled with a downturn in the paper cycle bit into its bottom line.",1
724,"Monsanto Co. said Thursday it is considering several options for the future, including splitting into two separate, publicly traded corporations -- one a life sciences company and one a chemical business.",36
725,"Ivory Coast's mid-crop cocoa harvest is set to exceed 100,000 tonnes, and rains may boost production to 160,000 or more, crop analysts said on Friday.",32
726,CSX Corp. and Norfolk Southern Corp. said Monday they had entered discussions about their rival offers to buy Conrail Inc.,39
727,When Deng Xiaoping took power in 1979 an urban Chinese needed a year's salary to buy a black and white television.,14
728,"Czech President Vaclav Havel, nursing a heavy cold, voted in Senate elections on Friday and called on fellow citizens to turn out despite widespread apathy or even hostility towards the newly created upper house.",13
729,Hewlett-Packard Co. Monday announced price cuts of up to 41 percent for its computer workstations in a bid to win back market share for its products.,41
730,"A labour shortage is threatening to delay completion of Hong Kong's new airport, a senior airport official has told Reuters.",15
731,"Marjorie Scardino, set to become Pearson chief executive in January, rejects the tag of company insider and has vowed to carry out radical change at the British media firm ""if needed"".",21
732,"Czech National Bank (CNB) Governor Josef Tosovsky said that despite objections from some cabinet officials, it was too early to write off the central bank's plan to create post-Communist Europe's largest bank.",18
733,"Canadian media baron Conrad Black said on Wednesday he wanted to increase his stake in Australia's oldest newspaper group, John Fairfax Holdings Ltd, to 50 percent from 25, a day after meeting the prime minister.",23
734,"Chinese authorities have imposed a curfew on a town in the mainly Moslem region of northwestern Xinjiang after at least 10 people were killed in a separatist riot last week, officials and local residents said on Monday.",43
735,"America Online Inc., which is under siege by an onslaught of consumer complaints and scrutiny by 20 state attorneys general, is facing a major dilemma as it continues its negotiations with the states.",46
736,"U.S. utility group CE Electric upped the stakes in its hostile bid for British power company Northern Electric on Friday, raising its offer to a final 650 pence a share and setting a December 20 deadline.",16
737,"Pools of blood stain a dirt track that winds through the lush banana plantations of this central region, Uraba.",20
738,There will be more smoke than fire when Philip Morris Cos. Inc. holds its annual meeting with shareholders Thursday.,33
739,"The Czech crown rose on Thursday to its highest level against its mark/dollar basket, buoyed by comments by Prime Minister Vaclav Klaus that devaluation was not needed despite a widening trade gap.",18
740,"Stiff competition and severe weather in the U.S. led to a 15 million pound ($24.2 million) fall in 1996 profits from British insurer General Accident Plc on Tuesday, despite a record final quarter.",44
741,A fast-selling product that allows grannies all across America to exchange electronic mail securely with their families may become a key weapon in challenging the U.S. government's tight encryption policies.,41
742,Deregulation of the $100 billion local telephone market is progressing -- but not according to the script written by the Federal Communications Commission.,40
743,Intense haggling among the world's trade ministers brought within grasp a lucrative deal to free the global information technology market and some officials saw movement on the contentious issue of labour standards.,14
744,"Computer makers are expected to report solid fourth-quarter earnings in what is normally the strongest quarter of the year, but the stronger dollar will hurt some big systems makers.",46
745,Shareholders of MCI Communications Corp are expected to vote overwhelmingly in favor of the proposed merger with British Telecommunications Plc at MCI's annual shareholder meeting Wednesday.,9
746,China trumpeted the 100-day mark for the recovery of Hong Kong on Sunday and hailed late leader Deng Xiaoping for his guiding role in bringing more than a century of colonial shame to a close.,49
747,"Progressive Networks Inc., whose RealAudio software has become a popular way to listen to music on the Internet, Monday unveiled RealVideo, which adds sights to the sounds, and announced support from major entertainment and media companies.",46
748,"U.S. sales of General Motors Corp. cars and trucks in November dropped nearly 12 percent from a year ago because of strikes in the United States and Canada and major model changeovers, the automaker said Tuesday.",7
749,"Last week's stern crackdown on China's stock markets has increased the speculative instinct of investors to trade on rumours of policy shifts rather than on fundamentals, analysts said Monday.",11
750,"Jean-Luc Lagardere, chairman of Lagardere Groupe, said on Saturday that his group was not going to sell Thomson's prized digital television know-how to South Korea's Daewoo Electronics.",29
751,British property group Hammerson Plc's chief executive Ron Spinney said on Monday he expected the British market to perform well over the next two years.,2
752,"Shares in media group Pearson closed sharply higher on Monday as takeover speculation swirled on a report, later denied, that broadcaster BSkyB might be planning a bid in the wake of announced management changes.",16
753,"British sugar and sweeteners group Tate and Lyle Plc is likely to see a sharp drop in its full year profits on Wednesday, as its U.S. sugar unit Staley suffers a near 50 percent decline in earnings.",47
754,"Shareholders in tiny British healthcare group Enviromed Plc staged a bloodless coup on Friday, toppling the embattled company's board.",19
755,"Volkswagen AG Czech unit, Skoda Auto a.s., on Friday launched sales of its new sedan, the Octavia, hoping to kill off jokes about Communist-era quality, and pull the company into profit.",18
756,"A tough price review of British Gas Plc by industry regulator Clare Spottiswoode has heralded a new era for Britain's utility watchdogs as they at last show their teeth, analysts said on Wednesday.",24
757,"When the former Czechoslovak diplomat Josef Korbel died in 1977, he may have carried the secret tragedies of his Jewish heritage to the grave, but his passion for democracy lives on through his powerful daughter.",18
758,"Czech consumer prices edged up less than expected in September, pleasantly surprising analysts though they remain guarded on the prospects of whether the government can hit its full-year target.",13
759,"British defence to electronics giant General Electric Company signalled a key shift away from the management legacy of ex-chief Lord Weinstock this week by giving itself a leaner structure, analysts said on Thursday.",8
760,British media and leisure company Granada Group Plc said on Friday it planned to close around 100 of its 560 high street rental and retail stores.,21
761,"A bid by conglomerate Lagardere for military electronics firm Thomson-CSF highlights the cutthroat competition in the secretive world of naval combat systems, a senior defence source said on Monday.",38
762,Chad held much-delayed multi-party parliamentary elections on Sunday but there was little enthusiasm in the sprawling and volatile African nation for its fourth round of voting in less than a year.,32
763,"U.S. House Speaker Newt Gingrich said on Thursday he expected to discuss with China allegations of illegal funding to the Democratic Party by Beijing during his visit, even though he considered it a domestic issue.",42
764,China issued tough new rules on the handling of blood products on Sunday in a move that follows the sale of HIV-tainted blood serum.,49
765,"General Cable, the loss-making British cable television and telecoms group, on Thursday turned four executives of a data network group into millionaires under a ""golden handcuff"" deal.",24
766,"A small but growing number of Canadians intend to raid the electronic halls of the Internet for holiday gift-buying instead of strolling through local malls, according to a new survey.",26
767,"President Vaclav Havel on Tuesday paid a personal tribute to the grand old man of Czech literature, Bohumil Hrabal, calling him one of the great contemporary writers of prose, and a friend for life.",18
768,"Hong Kong-based freight forwarding company U-Freight Holdings Limited is considering opening an office in Guangzhou to take advantage of China Southern Airlines' growing international network, U-Freight managing director Anthony Fong said.",15
769,Britain's largest brewer Scottish and Newcastle Plc announced a 26 percent increase in half-year profits to 195.1 million pounds ($328 million) on Monday and said the second half of the year had started positively.,47
770,"The No. 2 bidder at the government's high-flying wireless phone auction last year has filed for bankruptcy protection from its creditors, underscoring the problems besetting the auction's winners.",40
771,National Westminster Bank Plc said on Monday it would complete an internal probe into a 50 million pound ($81 million) trading hole as quickly as possible.,2
772,Sydney Harbour Casino Holdings Ltd chief executive officer Neil Gamble said on Monday he expected to get a long awaited tax break for high spending gamblers from the New South Wales (NSW) government soon.,23
773,"Canadian and Australian sales of malting barley to China could be limited by weather woes and disease concerns, which are cutting the amount of quality grain available for export this year, industry sources said on Monday.",27
774,"Britain risked China's wrath on Tuesday by proposing new laws on subversion in Hong Kong, laying down legal markers intended to head off Chinese-style jailings of dissidents after Beijing takes over the colony in 1997.",37
775,"The Explorer from Ford Motor Co., one of the brightest stars in the sport utility segment, looks headed to its first ever sales incentives.",48
776,China said on Friday that Taiwan was a pawn and toy of hostile Western forces out to weaken and divide the country and thwart its development.,3
777,Dominion Resources Inc of the United States ended a day of rampant speculation on Wednesday by declaring it was interested in bidding for British power supply company East Midlands Electricity Plc.,19
778,"Boeing Co. took orders for a record 717 jets valued at $53 billion last year for a 64 percent share of the world market, company officials said Tuesday, adding that this year should be as good or better.",31
779,The strength of the British pound hit results at Sedgwick Group Plc on Tuesday as the international insurance broker reported a fall in profits in the first three months of the year.,44
780,Scientists working on the next generation of the Internet are finding their first challenge is to convince a sceptical U.S. Congress to fund the project.,0
781,"Talks aimed at averting a Chinese ban on imports of United States poultry have been hailed as a success by U.S. officials, who said on Friday they expected the issue to vanish without any disruption to a major market.",27
782,"Russia's delays in exporting platinum metals to an increasingly tight and edgy world market stem from a volatile cocktail of internal power struggles and bureaucratic foul-ups, industry sources said on Friday.",28
783,"The deteriorating health of China's paramount leader Deng Xiaoping has forced Communist Party chief Jiang Zemin and other leaders to cut short out-of-town trips to return to Beijing, sources said on Monday.",14
784,"China's propaganda machine had a field day on Thursday, lashing out at U.S. newspapers over accusations of torture and rape of Tibetan nuns and suggestions that the United States should get tough with China.",3
785,"Beijing has pledged to open its doors to imports of U.S. textiles under a new deal, but Washington has no illusions it can close its yawning textile trade gap with China, diplomats said Monday.",3
786,"All-cargo airline Polar Air Cargo is to take delivery of its first Boeing 747-200F series aircraft at Hong Kong's Kai Tak airport on December 13, an airline statement said.",15
787,"The international partners in Australia's largest gas project said on Thursday they plan to spend A$6.0 billion to double production, making it Australia's largest single resources investment.",23
788,"The nation's retailers are expected to post modest sales gains for February, with warm weather during the month having a mixed impact on results, analysts said Tuesday.",5
789,"China, stronghold of table tennis and kung fu, is trying its hand at professional basketball with the start on Saturday of a new league using American coaches and players.",43
790,"Scottish Amicable adviser SBC Warburg is hoping to close the first stage in the sale of the life assurance group with the signing of confidentiality agreements with all potential bidders by the weekend, a source close to the deal said on Friday.",44
791,The contest for power in Hong Kong heated up at the weekend as the pro-China lobby cast a top judge into the race as the candidate to lead the territory after sovereignty reverts from Britain to China in 1997.,37
792,A state-owned power station and coal mine in Australia sold on Tuesday for A$4.86 billion in the nation's single biggest privatisation.,30
793,Microsoft Corp. is expected to report modest earnings growth for the latest quarter Friday despite tough comparisons with the year-earlier period and a sales slowdown ahead of an upgrade of a popular software package.,31
794,"Philippe Jaffre, chairman of French oil group Elf Aquitaine, is entering the last lap of an ambitious restructuring drive to cut the formerly state-owned conglomerate back to its core oil and chemicals activities.",29
795,The world's gold producers will likely pay dearly for the steep fall in the bullion price and the deep uncertainty overhanging the gold market.,12
796,Cathay Pacific Airways Limited said its Boeing 747-400 freighters will become the world's first cargo aircraft to utilise Future Air Navigation System (FANS) routes expected to be pioneered by the Hong Kong airline later this year.,15
797,"Patterson Dental Co expects to report fiscal third-quarter earnings in the range of $0.41 to $0.42 per share, well above the First Call consensus of $0.37 per share, said chief executive Peter Frechette.",22
798,"Britain's largest cable television company was born Tuesday in the merger of the British operations of cable and telecommunications giants Cable &amp; Wireless, NYNEX Corp. of the United States and Bell Canada International.",2
799,"- Supermarket chain Food Lion Inc. said Thursday it will buy Tampa, Fla.-based Kash n' Karry Food Stores Inc. in a transaction valued at $341 million.",39
800,Falling gold prices have recently drained much of the life from the Toronto Stock Exchange's key gold index and analysts say the bloodletting may not be over.,12
801,Japanese car giant Nissan Motor Co geared up to expand European sales on Tuesday by announcing a new 215 million pound ($357 million) investment in its British plant at Sunderland in north east England to build a new model.,8
802,The Florida judge in a class-action suit against tobacco groups Thursday allowed one of the pioneering case's lead smokers to take a back seat in the upcoming trial after he complained of intimidation.,33
803,China issued another strong signal Sunday that its stock and bond markets have been given the green light for fast growth to provide the economy with more efficient means of investment.,11
804,"Nike Inc., the world's largest maker of athletic footwear, reported a 24 percent jump in first-quarter profits Monday, reflecting strong demand for its shoes and apparel around the world.",31
805,"China has jailed a Tibetan music expert touring the Himalayan region on a U.S. scholarship for 18 years for spying in one of the harshest sentences ever meted out in the restive region, local radio reported on Friday.",14
806,"Once-mighty Anglo-U.S. conglomerate Hanson Plc reported a record 1.8 billion pounds ($2.9 billion) in pretax profits on Thursday, covering the last financial year before its demerger process began on October 1.",8
807,"Australian resources and steel group The Broken Hill Pty Co. (BHP) posted a 9.8-percent fall in first-half profits Friday, disappointing the share market but avoiding another mauling by investors.",30
808,"Hewlett-Packard Co. jumped solidly into the Microsoft Windows NT camp on Wednesday, saying it would ""aggressively integrate"" the operating system into its computers and spend tens of millions of dollars on joint strategies.",41
809,Korean Air Ltd (KAL) said there was an 8.4 percent rise in the amount of cargo by weight on both domestic and international flights during July compared with the same month last year and in August there was a 6.3 percent increase.,15
810,Partners of the Andersen Worldwide professional services business opened a key meeting on Monday to air major differences on how the $11 billion global venture should develop.,38
811,"Tandem Computer Inc on Wednesday will become the latest maker of high-end, proprietary computers to introduce a line of machines based on personal computer technology.",25
812,News Corp Ltd's unveiling on Tuesday of plans to run its finances more conservatively were welcomed by analysts who have sometimes been critical of News' previous big debt and equity issues.,4
813,Deng Xiaoping's most daring attempt at reform of China was also among his most dismal failures -- politics.,14
814,"Westpac Banking Group, the second largest bank in Australia, announced plans on Wednesday to expand its Asian activities through an alliance with British-based Standard Chartered Bank Plc.",23
815,The nation's top communications regulator said Tuesday he will resign as head of the Federal Communications Commission.,40
816,China said on Friday that sexual contact was the leading cause of AIDS and warned that venereal disease could be a springboard for an AIDS epidemic.,43
817,Japan's major asset management firms said Monday they suspended business with scandal-tainted Nomura Securities after the top brokerage revealed suspected illegal deals.,10
818,"Russia's LUKoil said on Monday a new reserves audit made it the world's single largest oil firm, but energy analysts said LUKoil was not the grand dame of the seven sisters' club of international oil producers.",28
819,"Third quarter results at both MCI Communications Corp and Sprint Corp will be restrained by the cost of new ventures, and in Sprint's case the issue of new shares will lower per share earnings.",35
820,"Chrysler Corp. will report record earnings for 1996, based on record worldwide sales of 2.97 million vehicles, company chairman Robert Eaton said Tuesday.",7
821,French Industry Minister Franck Borotra said on Wednesday that state consumer electronics group Thomson Multimedia (TMM) would get a capital injection in the next few weeks.,29
822,The French government is moving edgily towards a key decision for the future of Europe's defence industry -- whether to privatise defence electronics group Thomson-CSF through a public sale or private placement.,29
823,"China on Tuesday slammed Taiwan for failing to crack down on a new opposition party seeking independence for the island and warned that separatism was ""a road to death"".",3
824,"Stocks of high-tech companies soared Wednesday after a potentially costly ballot proposal was voted down in California, and top executives found themselves relishing their roles as political activists.",41
825,"Investors were on edge on Wednesday, anxiously awaiting the outcome of talks between Canada's Bre-X Minerals Ltd. and Barrick Gold Corp. aimed at forging a deal on Indonesia's huge Busang gold deposit.",12
826,"Tony O'Reilly, best known in America as H.J. Heinz chairman, has the U.S. food group slimming down while beefing up his family's Independent Newspapers Plc of Ireland.",33
827,Consolidation in the nursing home and sub-acute medical care services industry accelerated Tuesday with the announcement of two mergers involving companies long rumored to be shopping for deals.,22
828,"For many in China, a fabled El Dorado lies at the southern tip of their vast country -- Hong Kong, rich and elusive.",45
829,The British government on Wednesday published proposed new laws governing home lenders which watered down the building societies' immunity from takeover if they converted into banks.,17
830,"Ivory Coast's power capacity is set to increase by one third but with domestic demand slim export customers will be needed, power engineering firms and distributors said on Wednesday.",32
831,Drugstore giant Revco D.S. Inc. said Monday it agreed to buy regional chain Big B Inc. in a sweetened takeover valued at $380 million.,39
832,"Sequent Computer Systems Inc expects its revenue to increase at least 30 percent in 1997 on strong sales of its new NUMA-Q computer, the company's chief executive said on Wednesday.",25
833,"Some Chinese traders are moving to take advantage of a sharp rally in world copper prices by selling the red metal back to the market, Far East metal industry sources said on Wednesday.",27
834,"Using cost cuts to offset flat same-store sales, discount retail giant Kmart Corp. Wednesday reported a $9 million third-quarter profit, compared with a year-ago loss of $69 million.",7
835,"The recent surge in the Australian dollar and higher jet fuel prices are going to hurt exporters of fresh food in particular, according to Australian Federation of International Forwarders (AFIF) chief executive Brian Lovell.",23
836,"Pearson Plc's new chief executive Marjorie Scardino promised on Monday to improve the financial performance of the media and leisure group but said she would bring ""evolution not revolution"".",21
837,Negotiators for General Motors Corp. and the United Auto Workers adjourned their talks on Saturday evening with less than 30 hours to go before a midnight Sunday strike deadline.,7
838,"Flextronics International Inc Chief Executive Michael Marks said he expects revenues of around $1 billion during fiscal 1998, more than double the $500 million expected in the fiscal 1997 year ending in March.",9
839,"Netscape Communications Corp. Tuesday unveiled a line of low-cost software to make corporate networks more like the Internet and said that it would ""embrace"" archrival Microsoft Corp.'s products as part of its war for control of the corporate software market.",46
840,"Rupert Murdoch on Tuesday reported that News Corp Ltd had performed below expectations in the first quarter, but he said the global media group was still on track for a 20-percent profit rise this year.",4
841,A vehicle to reinsure so-called 'orphan syndicates' could free thousands of Lloyd's of London Names currently trapped in the insurance market according to plans published on Tuesday.,44
842,Officials from the world's biggest trading partners agreed Friday to push a deal on opening up financial services markets to the top of the agenda in talks to liberalise global trade.,12
843,"A two-stage privatisation France's Thomson SA electronics group would allow an early sale of its defence arm and make better economic sense than packaging defence with the loss-making consumer goods unit, stock market analysts said on Monday.",38
844,"Zero tax and limited regulation are luring billions of dollars into offshore mutual funds, spurring a growth industry in famed tax-free locations such as the Cayman Islands, according to a mutual fund legal expert.",42
845,Two major shareholders in Canada's Altamira Management Ltd. have set a mid-December deadline to resume their court action to block a C$660 million takeover bid by Manufacturers Life Insurance Co. Ltd. if negotiations to settle the dispute fail.,6
846,Revco D.S. Inc is expected to leverage its size and experience to overcome the host of problems that pushed regional drugstore chain Big B Inc into a deal with the Ohio-based drugstore giant.,39
847,"The television and entertainment industries vowed Thursday to use only their system for rating TV programmes and promised to reject -- by legal means, if necessary -- any government-imposed plan.",40
848,British pay television operator BSkyB said on Friday that it was considering further investment in Germany and would beam its second pay-per-view sports event into Britain later this month.,21
