Author,Text
candidate00009,"British building group AMEC Plc said on Friday it was exploring a possible investment in France's Spie Batignolle's electrical and construction businesses with the aim of widening its international exposure.
"
candidate00009,"UK building bosses and health insiders have warned of dying confidence in privately financed health projects, unless there is rapid acceleration in the number of contracts awarded in the next few months.
"
candidate00009,"AMEC Plc, the British building group, said late on Friday that expected to issue details of its possible investment in France's Spie Batignolle by November, predicting it would be wrapped up by the end of the year.
"
candidate00009,"Wolseley Plc, the British building materials giant, is seen reporting slightly lower year pretax profits next Tuesday as expected, but reporting a rise in its dividend payout.
"
candidate00009,"British building materials company Wolseley Plc reported a one percent slip in year pretax profits on Tuesday, but despite topping analysts' forecasts in a tough market shares slid on the poor outlook for mainland Europe.
"
candidate00009,"UK leisure group Conrad Plc is seen sealing its proposed takeover of Sheffield United Football Club in three to four weeks, when details will be sent to shareholders after due diligence is complete, a senior source close to the company told Reuters.
"
candidate00009,"Smiths Industries Plc said on Wednesday that its $30 million acquisition of Leland Electrosystems Inc of the U.S. offered a perfect product fit and access to major military aircraft supply contracts.
"
candidate00009,"Britain's second biggest bus company Cowie Group said on Thursday it had been approached by a defence vehicle manufacturer about forming a leasing joint venture targeting clients including the Ministry of Defence.
"
candidate00009,"Millennium Chemicals, to be spun off from the mighty Hanson conglomerate in an October flotation, has already had to rebuff would-be suitors, chief executive of the soon-to-be independent company said on Tuesday.
"
candidate00009,"Ecological warfare has broken out across the British construction industry, striking some of the biggest corporates as activists give up peaceful protests and seek to hit builders where it hurts -- their profit margins.
"
candidate00009,"Millennium Chemicals - the Hanson Plc company which is due to be floated off in New York on October 1 - said on Tuesday it planned a share buyback by the year 2000 after completing debt cutting and investment plans.
"
candidate00009,"All four Hanson companies - due to be spun off as part of the demerger process - had received takeover approaches for part or all of the units in the chemicals, tobacco, building and energy sectors.
"
candidate00009,"Imperial Tobacco Group Plc, fresh from its demerger from Hanson Plc in October, said on Monday it was capable of cutting back debt levels and investing in further export growth as a dual policy.
"
candidate00009,"Imperial Tobacco Group Plc, fresh from its demerger from Hanson Plc in October, said on Monday it was capable of cutting back debt levels and investing in further export growth as a dual policy.
"
candidate00009,"Environmental warfare has broken out across the British construction industry, striking some of the biggest corporations as activists give up peaceful protests and seek to hit builders where it hurts -- in their profit margins.
"
candidate00009,"Imperial Tobacco Plc, fresh from its split from Hanson Plc, has admitted that its former parent group did receive a takeover approach prior to the demerger but rejected it because the price was too low.
"
candidate00009,"Imperial Tobacco Plc spelled out its blueprint for export growth this week, seeking to silence critics of its strategy who have contributed to driving down the shareprice by 17 percent since its Oct 1 demerger from Hanson Plc.
"
candidate00009,"The story of Sea Launch sounds like the daring fiction of a Bond movie -- with corporate giants from Russia, the U.S., Norway and Ukraine joining forces to build the ultimate in space technology, firing satellite rockets into space from the Pacific Ocean.
"
candidate00009,"The 350 million stg Sea Launch satellite project -- backed by firms from the U.S., Russia, Norway and Ukraine -- will fire its first satellite from a sea platform in June 1998, project contractor Kvaerner told reporters on Thursday.
"
candidate00009,"Britain's biggest builder Taylor Woodrow has finally got something to celebrate in 1996, its 75th anniversary year, reversing 1995's share slide to outpace the market and assuring investors that year results remain on track.
"
candidate00009,"The British government on Tuesday said the design of Eurotunnel's freight trains would have to be scrutinised after a massive fire swept through one of its main tunnels, injuring eight people and causing wide damage.
"
candidate00009,"Eurotunnel Plc, the Anglo-French Channel Tunnel operator, said on Tuesday that its traffic will be cut to one third of normal levels after a fire swept through one of its main tunnels on Monday night, injuring eight people.
"
candidate00009,"The story of Sea Launch sounds like the daring fiction of a James Bond movie -- with corporate giants from Russia, the United States, Norway and Ukraine joining forces to build the ultimate in space technology, firing satellite rockets into space from the Pacific Ocean.
"
candidate00009,"Debt-laden Eurotunnel faced fresh financial pressure on Wednesday in the wake of the fire which swept through a main tunnel leaving a trail of damage, no running services and shaken consumer confidence.
"
candidate00009,"Debt-laden Eurotunnel faced fresh financial pressure on Wednesday in the wake of the fire which swept through a main tunnel leaving a trail of damage, no running services and shaken consumer confidence.
"
candidate00009,"Drugs giant Glaxo Wellcome Plc bought the remaining 50 percent of its Japanese joint venture Nippon Glaxo for 354 million pounds ($596 million) on Thursday in its quest for growth in the world's second biggest market.
"
candidate00009,"The UK construction industry expects to get the cold shoulder from the Chancellor of the Exchequer (Finance Minister)again this year, with industry leaders predicting continued cutbacks in infrastructure spending in next Tuesday's budget.
"
candidate00009,"Christian Salvesen moved to silence critics on Monday with plans to demerge its Aggreko business and make a 150 million pound ($253 million) special payout just months after shunning a 1.1 billion hostile bid.
"
candidate00009,"Christian Salvesen, the transport to business services group which rejected a 1.1 billion pound hostile takeover from Hays, said on Monday its special dividend and power unit demerger gave ""much better"" shareholder value.
"
candidate00009,"Debt-laden Eurotunnel is awaiting the outcome of insurer investigations into the costs of the major fire aboard a freight train last week.
"
candidate00009,"Britain's top fraud watchdog, the Serious Fraud Office (SFO) on Wednesday launched an investigation into former bosses of Wickes Plc, the do-it-yourself retailer rocked by accounting irregularities worth tens of millions of pounds.
"
candidate00009,"Britain's fraud watchdog, the Serious Fraud Office (SFO) on Wednesday launched an investigation into former bosses of Wickes Plc, the do-it-yourself retailer rocked by accounting irregularities worth tens of millions of pounds.
"
candidate00009,"Stagecoach, the British bus and rail group which has seen its share price grow fivefold in three years, Thursday posted a bumper 127 percent rise in first-half profits, boosting its stock to a record high.
"
candidate00009,"Stagecoach, the British bus and rail group which has seen its shareprice grow fivefold in three years, saw its stock hit a record high on Thursday after posting a bumper 127 percent rise in first half profits.
"
candidate00009,"The British government on Thursday referred a proposed merger of key cross-Channel ferry services provided by Britain's P&amp;O and Sweden's Stena Line to its main competition watchdog for investigation.
"
candidate00009,"Stagecoach Plc, the bus to rail operator which has seen its shareprice double in under a year, said on Thursday it expected ongoing progress in dividend growth after reporting record profits of 47 million stg.
"
candidate00009,"British entrepreneur Richard Branson's Virgin Group Friday clinched a British rail franchise and said it planned to spend an extra 250 million pounds ($420 million) on new trains and increased services.
"
candidate00009,"British entrepreneur Richard Branson's Virgin Group said on Friday it had clinched the CrossCountry passenger rail franchise and planned to spend an extra 250 million pounds ($420 million) on new trains and increased services.
"
candidate00009,"Virgin Rail group, the rail division of Entrepreur Richard branson's Virgin Group, said on Friday it planned to spend 250 million stg on new rolling stock after announcing it has won the CrossCountry rail franchise.
"
candidate00009,"British entrepreneur Richard Branson's Virgin Group on Friday clinched a British rail franchise and said it planned to spend an extra 250 million pounds ($420 million) on new trains and increased services.
"
candidate00009,"LucasVarity Plc, the U.S.-Anglo auto components giant formed in September, announced a major restructuring Tuesday, including the planned disposal of 13 non-core businesses and the elimination of 3,000 jobs over two years.
"
candidate00009,"Anglo-U.S. autocomponents giant LucasVarity unveiled a major corporate shake-up on Tuesday planning 13 non-core disposals and a speeded-up rationalisation which will axe 3,000 jobs worldwide over two years.
"
candidate00010,"Computer Associates International Inc., a leading maker of software for businesses, said Monday it agreed to pay about $1.2 billion for Cheyenne Software Inc.
"
candidate00010,"Semiconductor stocks, Wall Street's whipping boys for the past year, are headed toward becoming prized performers amid signs that double-digit growth is returning to the once hot sector, analysts said.
"
candidate00010,"Cascade Communications Corp's earnings for the third quarter ended September blew past the published analysts' consensus estimate by a solid $0.02 a share, but fell shy of Wall Street expectations nonetheless.
"
candidate00010,"Coupon clipping is coming to cyberspace.
"
candidate00010,"Intel Corp stock surged ahead in heavy trading on the strength of its third quarter earnings report, but while its success fueled gains in the stocks of PC makers, the Intel report did little to buoy other chipmakers.
"
candidate00010,"Intel Corp. stock surged Tuesday, lifted by a quarterly earnings report that substantially outpaced Wall Street expectations and confirmed its status among analysts as the shooting star of technology stocks.
"
candidate00010,"Computer Associates International Inc said Wednesday it would focus an increasing share of its resources on its midrange software business and reduce its reliance on mainframe software sales.
"
candidate00010,"Computer Associates International Inc. issued its quarterly financial results, soundly beating Wall Street's consensus forecast.
"
candidate00010,"Intel Corp stock surged on Tuesday, lifted by a quarterly earnings report that substantially outpaced Wall Street expectations and confirmed its status among analysts as the shooting star of technology stocks.
"
candidate00010,"Computer Associates International Inc. is expected to unveil Monday a new Internet division that promises to save businesses from the headaches of seeking numerous vendors now needed to set up and manage a Web site.
"
candidate00010,"Computer Associates International Inc will unveil on Monday a new Internet business unit that provides one-stop hosting and managing of corporate Web sites, sources close to the company told Reuters.
"
candidate00010,"Computer Associates International Inc is set to announce a series of deals designed to extend the reach of its systems managment software onto new computer platforms and to strengthen its existing ties to Microsoft Corp's Windows NT, analysts said.
"
candidate00010,"Shares of leading U.S. technology companies, already trading near all-time highs, languished on Tuesday as quarterly earnings raised concern that growth would be strong enough to push them to new peaks.
"
candidate00010,"MCI Communications Corp. said Monday it reached a 10-year deal with NextWave Telecom Inc. that thrusts MCI into the top tier of U.S. wireless communications providers.
"
candidate00010,"MCI Communications Corp. said Monday it reached a 10-year deal with NextWave Telecom Inc. that thrusts MCI into the top tier of U.S. wireless communications providers.
"
candidate00010,"AT&amp;T Corp's decision to name outsider John Walter as heir to Chairman and Chief Executive Robert Allen boils down to a basic gamble the company believes it must take to prepare for the torrent of competition ahead.
"
candidate00010,"MCI Communications Corp. said Monday it reached a 10-year deal with NextWave Telecom Inc. that thrusts MCI into the top tier of U.S. wireless communications providers.
"
candidate00010,"The picture for personal computer demand in the third quarter of 1996 was either half-empty or half-full, depending on which of two market research firms' data is used.
"
candidate00010,"America Online Inc unveiled a broad strategy to transform the online service provider into a mass media company in a move that further renders Internet access services a commodity business.
"
candidate00010,"Microsoft Corp. and Fore Systems Inc. plan to annouce Tuesday a deal in which Microsoft will license Fore's high-speed networking technology for use in future versions of its Windows operating system software, according to sources familiar with the deal.
"
candidate00010,"Bay Networks Inc shares bounded higher on Wednesday on news the company had named a senior Intel Corp official as chairman and chief executive, a move analysts said could give Bay the strong hand it has lacked.
"
candidate00010,"Computer distribution powerhouse Ingram Micro Inc. is set to hold its widely anticipated initial public offering on Wall Street Thursday despite some last-minute delays, including management changes.
"
candidate00010,"Computer distribution powerhouse Ingram Micro Inc. is set to hold its widely anticipated initial public offering on Wall Street Thursday despite some last-minute delays, including management changes.
"
candidate00010,"Battling competition in its core long-distance phone business, a need to enter new markets and a looming management transition, AT&amp;T Corp. faces an even broader challenge in the proposed merger of British Telecommunications Plc and MCI Communications Inc., two of its biggest adversaries.
"
candidate00010,"Iomega Corp. said Thursday it plans to apply its computer storage technology to handheld consumer electronics in a way that could lower the cost of saving and transfering data to such devices.
"
candidate00010,"Iomega Corp's plans to apply its computer storage technology to handheld consumer electronics may fundamentally lower the cost of saving and transfering data to such devices.
"
candidate00010,"H&amp;R Block Inc., citing problems facing the online service industry, said Wednesday it has decided not to complete the spin-off of the rest of its CompuServe online unit, at least for now.
"
candidate00010,"Leading data networking stocks settled back for a round of profit-taking Tuesday after the strong price gains of recent weeks, securities analysts said.
"
candidate00010,"Chips stocks, especially those of PC-related manufacturers, posted across-the-board gains Tuesday after the release of a monthly industry report showing robust demand in the North American semiconductor market.
"
candidate00010,"Promising the computer industry equivalent of universal harmony, a U.S.-based start-up formed by a brain trust of Israeli computer scientists Monday unveiled a technology that promises to overcome barriers dividing users of rival software programs.
"
candidate00010,"Shiva Corp stock rose five points Wednesday amid resurgent speculation that it may be an acquisition target of a major network equipment player.
"
candidate00010,"CompuServe Corp investors' fears were allayed Wednesday by parent company H&amp;R Block Inc's move to postpone plans to spin off the remaining 80 percent interest in the ailing online service.
"
candidate00010,"Intel Corp shares slid another four points on Friday, continuing a three-day retreat triggered by smaller rival Advanced Micro Devices Inc's statement that its turnaround plan is on track.
"
candidate00010,"Microcom Inc and Rockwell Semiconductor Systems said Wednesday they plan to beef up their technology partnership to speed development of higher speed 56-kilobit modems for central switch equipment.
"
candidate00010,"Acknowledging its failure to attract U.S. consumers, CompuServe Corp said it would disband its family-oriented Wow! online service and plans to defend its business and technical customer base.
"
candidate00010,"Semiconductor equipment stocks surged Friday on fresh signs the downturn in the chip industry has hit bottom, and the buying spilled over into some computer chip makers as well.
"
candidate00010,"Investors snatched up semiconductor equipment stocks Friday amid further signs the cyclical downturn in chips has hit bottom, spurring a round of buy ratings to be issued for leading industry names.
"
candidate00010,"CompuServe Corp., acknowledging its failure to attract U.S. consumers, said Thursday it would disband its family-oriented Wow! online service and focus on its business and technical customers.
"
candidate00010,"More than $1 billion in royalty payments to Texas Instruments Inc from Samsung Electric Co Ltd will bolster Texas Instruments's net income, and allow it to focus on more profitable lines of business.
"
candidate00010,"Texas Instruments Inc. said Tuesday it set a licensing pact with Samsung Electronics Co. Ltd. of Korea that will generate royalty payments of more than $1 billion over 10 years.
"
candidate00010,"Small capitalization technology stocks shrugged off a wave of profit-taking that socked blue chip stocks Monday as investors shopped for values among beaten- down or lesser known names, especially in the Internet sector.
"
candidate00010,"America Online Inc's new flat rate pricing plan and moves to meet spiraling subscriber demand suggest AOL is securely on course for becoming a major media player comparable to broadcast or cable TV networks.
"
candidate00010,"America Online Inc.'s new flat-rate pricing plan and moves to meet spiraling subscriber demand suggest it is on track to become a major media player, comparable to broadcast or cable TV networks, analysts said Tuesday.
"
candidate00010,"Flextronics International Inc Chief Executive Michael Marks said he expects revenues of around $1 billion during fiscal 1998, more than double the $500 million expected in the fiscal 1997 year ending in March.
"
candidate00010,"General Electric Co Chairman John Welch was upbeat about GE's prospects for the current year and beyond during a private meeting with Wall Street analysts, several of those who attended said on Tuesday.
"
candidate00010,"The stock of General Electric Co. rose in active trading Tuesday, boosted by speculation it might raise its dividend and increase its share buyback programme following upbeat comments by Chairman John Welch.
"
candidate00010,"Blue chip technology stocks charged ahead Wednesday in a new buying spree spurred on by optimism about holiday PC sales and year-end book-squaring by money managers, traders and market analysts said.
"
candidate00010,"Technology stocks rose Wednesday on a growing belief that recent price-cutting has spurred holiday personal computer sales as money managers loaded up on stocks to dress up their portfolios at year-end.
"
candidate00010,"Apple Computer Inc shares crumbled 17 percent on Monday as hope faded on Wall Street for a short-term turnaround in the computer maker's fortunes and further darkened the company's long-term outlook.
"
candidate00010,"Shiva Corp. stock lost almost half its value Wednesday after the data communications equipment maker stunned Wall Street by revealing that fourth-quarter earnings were likely to be no more than a third of expectations.
"
candidate00011,"The introduction of new accounting methods for Japanese banks will not have an immediate impact on their earnings, but it should help boost derivatives trading in Japan, analysts and banking sources say.
"
candidate00011,"Undeterred by the woes of Japan's debt-laden finance industry, foreign investors have flocked to a new share offering by the nation's fourth-biggest bank.
"
candidate00011,"Japan will set up a panel on Tuesday to tackle the after-effects of the nation's problem loans -- collection of bad loans in the form of land collateral, government sources said on Monday.
"
candidate00011,"Japan's rule-bound markets must be fully deregulated to ensure that the nation does not fall further behind in the global finance business, an influential reform panel said on Thursday in an interim report.
"
candidate00011,"Two out of Japan's ""Big Four"" brokers, Nomura Securities and Daiwa Securities, are expected to regain their financial health in the current business year, analysts said on Friday.
"
candidate00011,"Japan's biggest life insurer, Nippon Life Insurance Co, plans to set up a joint venture in the Philippines, becoming the first Japanese company to sell life insurance policies abroad.
"
candidate00011,"Japan's biggest brokerage, Nomura Securities, posted a hefty half-year loss on Tuesday but other ""Big Four"" brokers turned in handsome profits due to improving business on the nation's stock market.
"
candidate00011,"Japan's biggest brokerage, Nomura Securities, posted a hefty half-year loss Tuesday, but other ""Big Four"" brokers turned in handsome profits due to improving business on the nation's stock market.
"
candidate00011,"Major Japanese non-life insurance company Yasuda Fire &amp; Marine Co Ltd announced on Monday that it plans to take a majority stake in the Japanese unit of U.S. life insurance giant CIGNA Corp.
"
candidate00011,"Investors in Asian countries are turning to Tokyo's property market, formerly notorious for high prices, says Richard Mandel, managing director of the Japanese unit of U.S. real estate firm Kennedy-Wilson Inc.
"
candidate00011,"Overseas subsidiaries of Japan's top brokerage, Nomura Securities Co Ltd, virtually doubled their combined profits in the half year to September, energised by strong earnings in Europe.
"
candidate00011,"Investors in Asian countries are turning to Tokyo's property market, formerly notorious for its high prices, says Richard Mandel, managing director of the Japanese unit of U.S. real estate firm Kennedy-Wilson Inc.
"
candidate00011,"A Japanese regional bank said on Wednesday that it could lose up to $26 million due to suspected misuse of bank funds by an employee.
"
candidate00011,"Japan's financial industry is gradually recovering from the bad-debt hangover left by the economic ""bubble"" years, but the pain lingers on for smaller banks and loan institutions.
"
candidate00011,"Japan's financial industry suffered another blow Tuesday when a court was asked to start bankruptcy proceedings against a major realtor that has estimated liabilities of almost $5.5 billion.
"
candidate00011,"Japan's financial industry suffered another blow on Tuesday when a court was asked to start bankruptcy proceedings against a major realtor which has estimated liabilities of almost $5.5 billion.
"
candidate00011,"The collapse of a major real estate company which borrowed heavily from Japan's ""jusen"" mortgage firms would be unlikely to have any major negative impact on the financial industry, analysts said on Tuesday.
"
candidate00011,"A loan-collecting body said on Tuesday it was seeking the involuntary bankruptcy of a major real estate firm, the latest shock to the country's financial system from the long-running ""jusen"" mortgage firm scandal.
"
candidate00011,"Prime Minister Ryutaro Hashimoto unveiled plans Monday for a five-year ""Big Bang"" to liberalise Japan's financial markets and catch up with reforms carried out more than a decade ago in Europe and North America.
"
candidate00011,"Japan is expected to lift controls on stock-related derivatives as part of a drive to free up its financial markets, but industry sources have doubts about whether the products can really take off here.
"
candidate00011,"Japan's Finance Ministry pledged on Thursday to lift its controls on management of employee pension funds, a key member of an advisory panel to the prime minister said.
"
candidate00011,"Japan's Finance Ministry, which has long resisted calls from employers to reform the country's rigid corporate pension system, has finally decided to relax its tight grip.
"
candidate00011,"An influential Japanese government panel on Thursday called for a fundamental change in the nation's land policies, arguing that the old concept of trying to hold down land values was out of date.
"
candidate00011,"Japan's major commercial banks on Friday said they had returned to the black in the first half of the current business year after many of them posted losses in the previous fiscal year.
"
candidate00011,"First-half results from Japan's 20 biggest banks show they have moved back into the black despite hefty write-offs of problem loans.
"
candidate00011,"Half-year results from Japan's 20 biggest banks show they have moved back into the black despite hefty write-offs of problem loans.
"
candidate00011,"Seven of Japan's eight biggest life insurers said on Wednesday that they experienced a drop in assets in the first half of the current fiscal year, the first such fall in many years.
"
candidate00011,"Japan faces a number of regional bank failures over the next few years but the nation's financial system should not suffer any major damage, a leading U.S. rating agency said on Tuesday.
"
candidate00011,"Japan, worried about being isolated in global capital markets, is working to harmonise its domestic accounting standards with international methods.
"
candidate00011,"A bill to lift a 50-year-old ban on holding companies is expected to be submitted to Japan's next parliament, with passage almost assured because of the government's ""Big Bang"" deregulation plans, economists say.
"
candidate00011,"One year after the peak of Japan's banking crisis, financial institutions are still reeling from the shock, and some have not escaped bankruptcy, analysts say.
"
candidate00011,"The deal with the United States to open Japan's insurance market will create some convulsions in the industry, but analysts said it will help make way for the deregulation of Japan's financial sector.
"
candidate00011,"A deal with the United States to open Japan's $400 billion insurance market will create some convulsions in the industry, but analysts said Sunday it will help make way for the deregulation of Japan's financial sector.
"
candidate00011,"The tentative deal with the United States to open Japan's insurance market will create some convulsions in the industry, but will help pave the way for the financial sector deregulation both sides say is vital.
"
candidate00011,"Two Nomura Securities group asset management firms said on Wednesday that they would merge next October to create a top player with a competitive edge on rivals in Japan's rapidly growing market.
"
candidate00011,"Japanese banks, still struggling under the weight of massive problem loans, now face tough decisions on how to adapt to expected structural changes to the country's economy and financial system, analysts say.
"
candidate00011,"Share trading on the Tokyo Stock Exchange could more than triple to a billion shares a day, once deregulation is decided and implemented, a senior official of the Finance Ministry said.
"
candidate00011,"More Japanese finance firms braced for the bitter pill of court-protected liquidation on Thursday, but analysts said Japan's banking sector still faces a long road to recovery from its bad loan headaches.
"
candidate00011,"Japanese banks, already groaning under problem loans, are dangerously exposed to the volatile Tokyo stock market and a further drop in the market may finally force them into a blood-letting reorganisation, analysts say.
"
candidate00011,"Weak Japanese regional banks face a scramble to clean up their bad loan problems before oversight standards are tightened next year, but their room for manoeuvre may be limited by a sagging stock market.
"
candidate00011,"Japan's third biggest securities house, Nikko Securities Co, will focus on cutting personnel and other costs as it braces for ""Big Bang"" financial reforms, executive vice president Masao Yuki said on Friday.
"
candidate00011,"Japan's big securities houses have come to accept that deregulating commissions on stock transactions is essential if they are to keep their major customers, industry sources say.
"
candidate00011,"A small securities house has cracked open Japan's highly regulated stockbroking commission system in a move which industry sources say should accelerate plans to deregulate the stock market.
"
candidate00011,"The Tokyo stock market's recent falls offer a preview of the pain Japan's life insurance industry will face as a result of greater competition from planned ""Big Bang"" financial reforms, industry sources say.
"
candidate00011,"Faced with persistent market rumours that it is on the verge of collapse, Nippon Credit Bank Ltd went public on Wednesday to say that any such talk is ""totally groundless"".
"
candidate00011,"The vulnerability of Japan's banking sector shares to rumour-led selloffs shows that investor confidence in the sector is still thin, brokers and analysts said on Wednesday.
"
candidate00011,"One year after its dramatic expulsion from the United States, scandal-hit Daiwa Bank is finding its misfortune may in some ways have been a blessing in disguise, analysts say.
"
candidate00011,"Japan's depressed real estate market is unlikely to get much immediate help for its problems despite market euphoria over possible state purchases of land once owned by troubled financial firms, analysts said.
"
candidate00011,"Japan's top banks are touting a plan to lift a 50-year-old ban on holding companies as the cure for what ails their industry, but analysts say it will take more than that to solve their problems.
"
candidate00011,"Japan's ruling Liberal Democratic Party (LDP) and its allies agreed on Tuesday to lift a ban on holding companies put in place by U.S. Occupation forces shortly after World War Two.
"
candidate00012,"Trading on most of China's futures markets, under pressure from Beijing to curb speculation, has now dropped so far that hedging has become virtually impossible, traders and analysts said on Tuesday.
"
candidate00012,"China issued another strong signal Sunday that its stock and bond markets have been given the green light for fast growth to provide the economy with more efficient means of investment.
"
candidate00012,"China issued another strong signal on Sunday that its stock and bond markets have been given the green light for fast growth to provide the economy with more efficient means of investment.
"
candidate00012,"China's effort to push domestic investors out of foreign currency B shares on its stock markets has so far failed, but volumes on the B markets have fallen significantly, analysts said on Monday.
"
candidate00012,"To hear the Shanghai Film Studio tell the story, it is a classic drama of a poor, brave underdog challenging a greedy, monopolising giant.
"
candidate00012,"China's securities authorities Tuesday ordered the takeover of a futures exchange in what analysts said was the beginning of a clean-up campaign that may leave China with only four or five large futures exchanges.
"
candidate00012,"China's top cashmere producer, Inner Mongolia Erdos Cashmere Products Co Ltd, reported good interim results on Monday and brokers expect a solid second half as raw material prices fall.
"
candidate00012,"""Why can't I access the Playboy Website?""
"
candidate00012,"China's state debt has become the top investment choice among local investors in 1996, thanks to a slew of market reform measures, but further reforms are needed to ensure a continued boom, analysts said on Tuesday.
"
candidate00012,"China's cautious and much-delayed experiment with convertible bonds as a way of raising corporate funds is expected to move forward next year with up to 6-10 foreign currency issues, brokers and analysts said on Wednesday.
"
candidate00012,"Too many futures exchanges in China are presently trading metals contracts, which should realistically be limited to just one or two given the current low trading volumes, officials and analysts said on Thursday.
"
candidate00012,"Shanghai's foreign currency B share market has been consistently hitting historic lows over the past two weeks, and there's little prospect of a recovery at least until the middle of next year, analysts said on Monday.
"
candidate00012,"The threat of a Sino-U.S. textiles trade war is having little impact on Chinese firms as it is unlikely to go beyond words and because the companies are performing poorly, company officials and brokers said on Wednesday.
"
candidate00012,"Shanghai's real estate market is showing signs of recovery thanks to growing numbers of individual home-buyers and policy support from the city government, analysts and officials said on Thursday.
"
candidate00012,"China is firming up a shortlist of foreign banks that will be allowed to do local renminbi currency business, foreign bankers said on Monday.
"
candidate00012,"China unveiled on Tuesday the country's first major shipping exchange which it hopes will consolidate and standardise ship chartering and cargo fixing in East China and be a focus for the shipping trade nationwide.
"
candidate00012,"China's foreign currency B shares in both Shanghai and Shenzhen surged on Wednesday as investors piled in money on the back of rumours the government was planning measures to support the markets, brokers said.
"
candidate00012,"China's personal bank deposits, which surged in the past two years to stratospheric levels, have begun to grow more slowly as a result of two bank interest rate cuts this year, bankers and analysts said on Wednesday.
"
candidate00012,"China's foreign currency B shares went on another roller-coaster ride on Tuesday, with Shenzhen stocks rising 9.5 percent at midday before falling back to score a modest 1.27 percent increase on the day.
"
candidate00012,"Shanghai city is on the verge of renting out the former Hongkong &amp; Shanghai Bank building on the riverside Bund to an unnamed bank but definitely not the Hongkong Bank, a senior official said on Wednesday.
"
candidate00012,"Chinese authorities have closed their eyes to the booming illegal trade by domestic investors in foreign currency B shares and will not interfere unless the market becomes too speculative, analysts said on Friday.
"
candidate00012,"China is cleaning up its market for mutual funds to prepare them to become a key vehicle to channel huge bank deposits back into the economy and stabilise its volatile stock markets, analysts said on Monday.
"
candidate00012,"China has approved three foreign banks to conduct local currency business, the official Shanghai Star newspaper reported Tuesday, but bankers said the deals could not start until a thorny tax rate issue was solved.
"
candidate00012,"China's B shares continued their sensational surge on Tuesday with Shanghai's index gaining 11.63 percent and Shenzhen 4.7 percent as foreign and Chinese investors poured funds into the markets.
"
candidate00012,"China has approved three foreign banks to do local currency business, the official Shanghai Star newspaper reported on Tuesday, but bankers said deals could not start until a thorny tax rate issue was solved.
"
candidate00012,"China will open its domestic A share markets to overseas investors through Sino-foreign joint venture mutual funds early next year, a Hong Kong newspaper said on Tuesday, but analysts predicted a cautious approach.
"
candidate00012,"China's biggest electronics investment, a $1.2 billion integrated circuit (IC) production facility in Shanghai, is looking for foreign joint venture partners, the firm's president said.
"
candidate00012,"China is expected to end the year without loosening its three-year old tight credit policy as rampant local fixed asset investment continues to threaten economic over-heating, analysts said on Thursday.
"
candidate00012,"China's financial markets have made significant steps towards maturity in 1996, with Beijing more willing than ever to allow them to gradually take on the mantle of economic control, analysts said on Friday.
"
candidate00012,"China's top securities watchdog on Monday issued new requirements for exchanges and securities houses to strengthen risk control with the aim of cooling its over-heated domestic A share markets.
"
candidate00012,"Shanghai B shares soared a stunning 12.22 percent on Tuesday as new money poured into the market from both local and foreign investors, and analysts said there was a lot more capital waiting to enter the market.
"
candidate00012,"China's Shanghai Pudong Development Bank will rent the former headquarters of the Hongkong &amp; Shanghai Banking Corp, the most impressive building on the city's waterfront Bund, an official said on Tuesday.
"
candidate00012,"China's B share markets in both Shanghai and Shenzhen slid on Wednesday on profit-taking following huge increases in recent weeks and reports of tighter controls in Shenzhen, analysts said.
"
candidate00012,"Shanghai copper futures, which have fallen steadily over the past year, will see further declines in early 1997 with fundamentals poor and domestic demand stable, analysts and traders said on Wednesday.
"
candidate00012,"China's B shares fell once again on Thursday with investors running scared in the face of reports that securities authorities would restrict mainland Chinese from trading in B shares, traders said.
"
candidate00012,"The most magnificent building of old Shanghai -- the former Hongkong &amp; Shanghai Bank headquarters on the waterfront Bund -- became a bank once again on Thursday, with a state-run Shanghai bank renting it from the city.
"
candidate00012,"The Chinese authorities acted decisively on Friday to stop extraordinary price movements on the country's two stock markets by imposing a limit of 10 percent in the movement of any stock on one day.
"
candidate00012,"A sudden crackdown on China's fledging stock markets pushed most shares to limit-down levels on Monday and triggered an outcry from securities brokerages and retail investors.
"
candidate00012,"China's crackdown on stock markets this week is partly fuelled by fears in Beijing that the volatility of the exchanges could lead to social instability, analysts said on Tuesday.
"
candidate00012,"China's crackdown on the stock markets this week is partly fuelled by fears in Beijing that the incredible volatility of the exchanges could lead to social instability, analysts said on Tuesday.
"
candidate00012,"China's stock markets surged anew on Wednesday following two days of dramatic falls, as investors recovered from the shock of an official crackdown on speculation, traders said.
"
candidate00012,"China's domestic A shares continued to plummet on Thursday with investor confidence still in tatters following the rude shock of a government crackdown on the markets on Monday, traders said.
"
candidate00012,"The crackdown on China's young stock markets has triggered huge losses in share values and highlighted problems, particularly widespread irregularities and the lack of a regulatory structure, analysts said Friday.
"
candidate00012,"The crackdown on China's young stock markets has triggered huge losses in share values and highlighted problems, particularly widespread irregularities and the lack of a regulatory structure, analysts said on Friday.
"
candidate00012,"China's futures markets, which fell deeper into the gloom of official disapproval in 1996, look set for an even tighter year in 1997 with some small exchanges likely to be swallowed by bigger ones, analysts said on Friday.
"
candidate00012,"Last week's stern crackdown on China's stock markets has increased the speculative instinct of investors to trade on rumours of policy shifts rather than on fundamentals, analysts said Monday.
"
